scraped_comment,time,date,year
"<div class=""narrow""><blockquote><a href=""/post/75877884""><b>AdetonaDami</b></a>:<br><br><br>He he you hammer this CRS well well oo<br>show me the way nah.,.biko</blockquote> LOL</div>",8:17am,Feb-19,2019
"<div class=""narrow"">Lord, I humbly pray for PPR in this part 7 in Jesus Name. AMEN</div>",8:17am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75876884""><b>Swansy10</b></a>:<br><br><br>Is it just me that’s seeing that this your friends story is not adding up?<br><br>Firstly, how do you submit documents before ITA? What Is your friend submitting?<br>Secondly, who gets PPR 2 weeks after biometrics?. That can only happen if her visa office was in Lekki<br>Thirdly, how did your friends passport get ready before PPR?<br>And lastly, please ask your friend how many copies of the passport photograph she collected on the 18th was coloured cos I am not understanding anymore. This testimony is confusing me more than it’s encouraging me. I get headache.<br>But anyways, praise the Lord. It has finally ended in praise. <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces"">.</blockquote><br>Haha. Very funny. The last two dates are February. Mistake! Chai! You sef! You cannot just come and read testimony and waka pass? I have corrected the mistakes. And yes, she got PPR two weeks after biometrics</div>",8:18am,Feb-19,2019
"<div class=""narrow"">Well done @Joo2018...we appreciate you...God bless u for ur selflessness ...<br><br>@Tojued,@joo2018,@ralphrulz (prof), ontariossuaga  <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> , @Topsmamen, @Ramj and @Dontee007.....ever helpful people...my seniors....speedy PPR IJN....AMEN</div>",11:07pm,Feb-18,2019
"<div class=""narrow""><blockquote><a href=""/post/75873451""><b>cmaamaa</b></a>:<br><br><br>Really? This was just 4 days ago</blockquote> you could send a mail to them, explain the situation. but i strongly doubt it</div>",11:09pm,Feb-18,2019
"<div class=""narrow""><blockquote><a href=""/post/75871584""><b>Kmgb1</b></a>:<br>Ifeom.a77,Toj.ued,joo2.018,ralphru.lz,ontarios.suaga,zutl.in,Topsma.men,Ra.mj,Dont.ee007,xtos.yn.this is the thread we will mark your scripts. Amen<br><br><br>and maybe me...lol</blockquote>Amen! I kuku have '7' in my moniker<br>Definitely plus you o!!  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces"">  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""><br><br><blockquote><a href=""/post/75873899""><b>drcynthia</b></a>:<br><br><br>Angel Ifeoma....Part 7...we shall dance for you soon...IJN...amen....</blockquote>Amen Sis  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces"">  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> Can't wait for your rich landing gist too</div>",11:11pm,Feb-18,2019
"<div class=""narrow""><span style=""color:#000099;"">Mhen!!<br><br>My hands are itching oooo...<br><br>I want to mark as many as possible.<br><br>May God grant us all speedy PPRs.<br><br>Bless**</span><br><br><blockquote><a href=""/post/75880437""><b>fizzile</b></a>:<br>Professor Ralprulz, get ready to mark my script on this thread. E go happen. </blockquote></div>",8:23am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75881249""><b>johnnybravo1990</b></a>:<br><br>I just got to IOM. I used along option, with 15 mins trekking. It cost me 200 naira in 2 transits. Thanks for your advices.</blockquote><br>I see say you be person wey sabi! Thumbs up!<br><br>@ifeoma77 can you imagine? Someborry just come from outside and disgrace us laik dis. ₦200 from Apo to Banex. Come and see us o, we've become too buttirised. Taxify shildren.</div>",8:24am,Feb-19,2019
"<div class=""narrow""><span style=""color:#000099;"">Amen!!!<br><br>The Lord will do it...<br><br>Just remain positive!<br><br>Bless**</span><br><br><blockquote><a href=""/post/75881699""><b>Walegy</b></a>:<br>Lord, I humbly pray for PPR in this part 7 in Jesus Name. AMEN</blockquote></div>",8:25am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br>Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> ��������������������.<br><br>.���</blockquote> Congratulations to you and your family</div>",8:25am,Feb-19,2019
"<div class=""narrow"">Congrats @arcugo. Oya, bring on the full gist!</div>",8:26am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br>Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> �������������������<br><br>Exactly 4months from AOR to PPR. <br><br>Full gist coming soon......���</blockquote><br>Congratulations!</div>",8:27am,Feb-19,2019
"<div class=""narrow""><span style=""color:#000099;"">Lol... something i noticed from the previous parts is that...<br><br><br>Most of the people that quickly booked the first set of pages for PPR announcement, never modified or quoted the pages even after getting their PPRs.<br><br>Is it not funny?? Lol<br><br>Pls... the activity of booking a land, space etc. is not a Jamboree.<br><br>So if you have booked a land, you can quote it or modify when you wanna announce your PPR.<br><br>Tainks!  <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></span></div>",8:29am,Feb-19,2019
"<div class=""narrow"">EE Profile<br>1. IELTS - 29/12/2017 <br>2. ECA - 24/05/2018<br>3. ECA (Spouse) - 03/07/2018<br>4. EE Profile: 04/07/2018<br>5. CELPIP (Spouse) - 31/07/2018 <br>6. ITA - 08/08/2018<br>7. AOR - 12/09/2018<br>8. IP2 - 12/09/2018<br>9. MEP/BIL - 09/10/2018<br>10. Biometrics - 10/10/2018<br>11. ADR (New passport for spouse) - 10/11/2018<br>12. ADR submitted - (12/11/2018)<br>13. PPR - 19/02/2019</div>",8:31am,Feb-19,2019
"<div class=""narrow"">This part 7 is a slay part oo. PPR upandan. The good news just lift my spirits. Congratulations @jolajemz and @arcugo<br><br>Oya make IRCC dust my file ooo. Me sef wan announce.</div>",8:37am,Feb-19,2019
"<div class=""narrow"">Can anyone tell why we have not seen any express entry draw this month of February? The last was on 30th of January and I was thinking the next would be mid of February.</div>",6:32pm,Feb-19,2019
"<div class=""narrow"">evening guys! congratulations to the PPR !<br> is NOUN pgd- education valid to claim additional points? thanks</div>",6:35pm,Feb-19,2019
"<div class=""narrow"">Being on this platform has really helped me a lot and also lifts my spirit and hope. I stumbled on a thread about USA DV lottery about 6/7years ago, omo I wish I was here then alot has gone down. Green cards flying up and down just like how PPR is flying on this thread too. See ehn we need to seek for knowledge, if you're here just be grateful cos I am.<br>Newcomers please try to read because this journey depends on who you are, what you want and how motivated you can be and be sure this platform will motivate you, give you hope even turn you to prayer warriors. Grab the opportunity now before the Canadians CLOSE THEIR BORDER!!!<br><br>I CANT EMPHASIZE ENOUGH....  you have to read!!!!!  We have people that are ready to put you through here when some things are not clear, but read first !!!! This place flows with milk of knowledge where the wise dwells so therefore understanding can't be far from you. <br><br>Congratulations to the those that has gotten PPR and to the gurus that are still waiting, no doubt yours is coming soon. You will be celebrated!! <br>God bless us all</div>",6:36pm,Feb-19,2019
"<div class=""narrow"">Wao! Part 6 already. Congrats to all PPR clinchers! My long alert PPR testimony will definitely be posted in this thread in Jesus name! Amen and Amen!</div>",6:40pm,Feb-19,2019
"<div class=""narrow"">part 7 already?  it's a lie...</div>",6:48pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75902104""><b>kashamadupe0906</b></a>:<br>part 7 already?  it's a lie... </blockquote>it’s true bro</div>",6:54pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75901914""><b>Adeyemmy24</b></a>:<br>Wao! Part 6 already. Congrats to all PPR clinchers! My long alert PPR testimony will definitely be posted in this thread in Jesus name! Amen and Amen!</blockquote><br>I meant part 7...lol</div>",7:01pm,Feb-19,2019
"<div class=""narrow"">For those who are surprised that Part 7 is already here, this is what happened to Part 6 while you guys were .........""asleep"".<br><br> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></div>",7:03pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75899951""><b>sconp</b></a>:<br><br>If this is done Wouldn't it become a problem to claim full time 1yr work experience from NYSC</blockquote>True, this is a possibility. I guess he'll have to get a part time course</div>",7:07pm,Feb-19,2019
"<div class=""narrow"">Lord, I desire perfect IELTS scores, ITA &amp; PPR in this thread. Mbok Abasi mmi.</div>",7:11pm,Feb-19,2019
"<div class=""narrow"">Congratulations to you!!!<br>Quite remarkable dates....<br>2nd ECA PA – IQAS – September 16, 2018---- My Birthday<br>2nd ITA – September 19, 2018 - CRS at 450------Husband's birthday<br>AOR – October 5, 2018------Our AOR too<br>BIL – November 5, 2018------ Our BIL too.<br><br>Somehow, am super excited!!!!<br>Congratulations again!<br><br><blockquote><a href=""/post/75893432""><b>gsade</b></a>:<br>Opo to gbe aiye mi ro (The pillars that upholds my life)<br><br>Decision to Migrate – November 2017<br>1st ECA PA – WES -APRIL 3, 2018<br>IELTS PA – APRIL 7, 2018 L8.5, S8, R9, W7<br>IELTS Spouse – APRIL 7, 2018 L6, S7.5, R6, W7<br>1st ITA – APRIL 25, 2018 -CRS at 442<br>1st ITA rejected – June, 2018<br>ECA Spouse -June, 2018<br>2nd ECA PA – IQAS – September 16, 2018<br>2nd ITA – September 19, 2018 - CRS at 450<br>AOR – October 5, 2018<br>Additional Medicals – October 12, 2018<br>BIL – November 5, 2018<br>Long Wait for Additional Medicals results<br><b>ADR for Medical Results – January 22, 2019<br>Results of Additional Medicals Uploaded by Consultant Practice- January 25, 2019</b><br><b>MEP – January 25, 2019<br>ADR Submitted – January 25, 2019</b><br><b>PPR – January 25, 2019</b><br><b>COPR</b> – <b>February 18, 2019</b><br>FAMILY of 4<br>Keep the hope and faith alive always.<br></blockquote></div>",7:44pm,Feb-19,2019
"<div class=""narrow"">Congratulations to all PPR clinchers... As the PA is it possible for my husband's uncle to do a gift deed for me.</div>",7:47pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75901642""><b>gosky1</b></a>:<br>Can anyone tell why we have not seen any express entry draw this month of February? The last was on 30th of January and I was thinking the next would be mid of February.</blockquote> me too I’m wondering, now that I’m inside the pool now.</div>",7:49pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75866851""><b>joo2018</b></a>:<br><span style=""font-size: 11pt;""><b>Welcome to Canadian Express Entry/Federal Skilled Workers Program Thread - Part 7</b><br></span></blockquote><br><span style=""color:#000099;"">Great job Joo.<br><br>I've missed quite a lot here. Congrats to you my friends that have reached various milestone achievements. Arcugo, I celebrate you</span></div>",8:02pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75903703""><b>Claire18</b></a>:<br> Congratulations to you!!!<br>Quite remarkable dates....<br>2nd ECA PA – IQAS – September 16, 2018---- My Birthday<br>2nd ITA – September 19, 2018 - CRS at 450------Husband's birthday<br>AOR – October 5, 2018------Our AOR too<br>BIL – November 5, 2018------ Our BIL too.<br><br>Somehow, am super excited!!!!<br>Congratulations again!<br><br></blockquote>Wow!! You people should become family friends</div>",8:20pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75899644""><b>DexterousOne</b></a>:<br><br><br>Nice one<br><br>Congratulations on your success.<br><br>But why ADR on medical tho<br><br>What is their wahala<img src=""/faces/huh.png"" style=""width:15px;height:22px;""><br><br>Una no sick na! </blockquote>.   <br><br>History of TB</div>",8:20pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75903703""><b>Claire18</b></a>:<br> Congratulations to you!!!<br>Quite remarkable dates....<br>2nd ECA PA – IQAS – September 16, 2018---- My Birthday<br>2nd ITA – September 19, 2018 - CRS at 450------Husband's birthday<br>AOR – October 5, 2018------Our AOR too<br>BIL – November 5, 2018------ Our BIL too.<br><br>Somehow, am super excited!!!!<br>Congratulations again!<br><br></blockquote><br><br>Thanks a lot!!</div>",8:22pm,Feb-19,2019
